Index	QuestionId	AskerId	AskerName	AskerReputation	Tags	Is_answered	View_count	Accepted_Answer_id	Answer_count	QuestionScore	DateAsked	link	QuestionTitle	answer_id	AnswererId	AnswererName	AnswerererReputation	Is_answer_accepted	Answerer_Score	DateAnswered
34	58418290	4980684	tkupek	27	"['python', 'tensorflow', 'machine-learning', 'tensorflow2.0', 'tf.keras']"	TRUE	42	58418425	1	2	1571245145	https://stackoverflow.com/questions/58418290/regularization-of-over-excited-activation-values-in-tensorflow-2-0-keras	Regularization of over-excited activation values in Tensorflow 2.0 Keras	58418425	774331	simon	144	TRUE	3	1571245617
35	58381152	4607066	ChosunOne	86	"['python', 'tensorflow', 'keras', 'tensorflow2.0']"	TRUE	65	58385932	2	2	1571072483	https://stackoverflow.com/questions/58381152/what-is-causing-large-jumps-in-training-accuracy-and-loss-between-epochs	What is causing large jumps in training accuracy and loss between epochs?	58385932	4607066	ChosunOne	86	TRUE	1	1571102051
36	58381152	4607066	ChosunOne	86	"['python', 'tensorflow', 'keras', 'tensorflow2.0']"	TRUE	65	58385932	2	2	1571072483	https://stackoverflow.com/questions/58381152/what-is-causing-large-jumps-in-training-accuracy-and-loss-between-epochs	What is causing large jumps in training accuracy and loss between epochs?	58382755	12118774	Physicing	356	FALSE	2	1571080147
37	58333491	9119995	HoiM	19	"['tensorflow', 'tensorflow-datasets', 'tensorflow2.0']"	TRUE	52	58333539	1	2	1570761065	https://stackoverflow.com/questions/58333491/what-does-experimental-in-tensorflow-mean	What does experimental in TensorFlow mean?	58333539	10133797	OverLordGoldDragon	3570	TRUE	3	1570761685
38	58254885	11368194	hR 312	145	"['python', 'tensorflow', 'keras', 'deep-learning', 'unsupervised-learning']"	TRUE	53	58271055	2	2	1570344302	https://stackoverflow.com/questions/58254885/error-in-build-while-using-keras-custom-layer	Error in build while using keras custom layer	58271055	11207938	Hrithik Puri	190	TRUE	1	1570456482
39	58254885	11368194	hR 312	145	"['python', 'tensorflow', 'keras', 'deep-learning', 'unsupervised-learning']"	TRUE	53	58271055	2	2	1570344302	https://stackoverflow.com/questions/58254885/error-in-build-while-using-keras-custom-layer	Error in build while using keras custom layer	58258118	5597718	Manoj Mohan	3367	FALSE	2	1570371362
40	58625549	132785	Neil	1115	"['python', 'tensorflow']"	TRUE	14	58625794	1	2	1572438990	https://stackoverflow.com/questions/58625549/implicitly-enable-tensorflow-v2-behaviour-in-tensorflow-v1	Implicitly enable TensorFlow v2 behaviour in TensorFlow v1	58625794	1782792	jdehesa	37080	TRUE	2	1572439871
41	58570923	11573842	Yatin	23	"['python', 'tensorflow', 'keras', 'deep-learning']"	TRUE	36	58571080	1	2	1572094308	https://stackoverflow.com/questions/58570923/getting-valueerror-output-of-generator-should-be-a-tuple-x-y-sample-weigh	"Getting &quot; ValueError: Output of generator should be a tuple `(x, y, sample_weight)` or `(x, y)` &quot; while"	58571080	11220884	Tinu	424	TRUE	2	1572095396
42	58502540	5808336	Milton	314	"['tensorflow', 'keras', 'google-colaboratory', 'tensorflow-estimator', 'tensorflow2.0']"	TRUE	42	58506594	1	2	1571741227	https://stackoverflow.com/questions/58502540/training-does-not-complete-its-first-epoch-in-tensorflow-2-0	Training does not complete it&#39;s first epoch in Tensorflow 2.0	58506594	1190882	user1190882	3919	TRUE	2	1571754720
43	58396132	2061651	josteinb	712	"['python', 'tensorflow', 'keras', 'numpy-broadcasting']"	TRUE	30	58398203	1	2	1571146803	https://stackoverflow.com/questions/58396132/broadcasting-dynamic-dimension-in-tensorflow	Broadcasting dynamic dimension in Tensorflow	58398203	1782792	jdehesa	37080	TRUE	2	1571153562
44	58369040	11901732	nilsinelabore	103	"['python', 'tensorflow']"	TRUE	75	58379534	2	2	1571015991	https://stackoverflow.com/questions/58369040/when-and-why-do-we-use-tf-reduce-mean	When and why do we use tf.reduce_mean?	58379534	2912518	Ruthvik Vaila	262	TRUE	0	1571065690
45	58369040	11901732	nilsinelabore	103	"['python', 'tensorflow']"	TRUE	75	58379534	2	2	1571015991	https://stackoverflow.com/questions/58369040/when-and-why-do-we-use-tf-reduce-mean	When and why do we use tf.reduce_mean?	58371658	8366805	meTchaikovsky	668	FALSE	2	1571036892
46	58347572	9035706	Eerik Sven Puudist	473	"['python', 'tensorflow', 'classification', 'tensorflow-datasets', 'tensorflow2.0']"	TRUE	56	58348048	1	2	1570823002	https://stackoverflow.com/questions/58347572/tensorflow-classify-image	TensorFlow: classify image	58348048	12014856	Enthus3d	747	TRUE	2	1570825658
47	58291557	2049763	Mazhar	59	"['python', 'tensorflow', 'machine-learning', 'object-detection', 'object-detection-api']"	TRUE	146	58448463	1	2	1570556788	https://stackoverflow.com/questions/58291557/tensorflow-object-detection-api-evaluate-training-performance	TensorFlow object detection API evaluate training performance	58448463	8152837	Sushant	171	TRUE	2	1571392720
48	58603755	12244488	eaindra	13	"['tensorflow', 'keras']"	TRUE	22	58603845	1	2	1572337993	https://stackoverflow.com/questions/58603755/why-do-these-error-messages-show-up-in-compilation	Why do these error messages show up in Compilation	58603845	10418086	stephen_mugisha	429	TRUE	1	1572338354
49	58602039	3899975	A.E	339	"['python', 'numpy', 'tensorflow', 'pytorch']"	TRUE	42	58602316	1	2	1572328457	https://stackoverflow.com/questions/58602039/how-to-add-list-of-arrays-tensors	how to add list of arrays (tensors)	58602316	3250829	rayryeng - Reinstate Monica	88164	TRUE	1	1572330240
50	58566096	11861082	Albert	170	"['python', 'python-3.x', 'tensorflow', 'keras', 'neural-network']"	TRUE	49	58647668	1	2	1572039791	https://stackoverflow.com/questions/58566096/custom-loss-function-that-updates-at-each-step-via-gradient-descent	Custom loss function that updates at each step via gradient descent	58647668	2097240	Daniel M&#246;ller	48862	TRUE	1	1572539504
51	58564613	2886575	Scott	2542	"['python', 'tensorflow']"	TRUE	29	58565329	2	2	1572031621	https://stackoverflow.com/questions/58564613/tensorflow-boolean-mask-inverse	tensorflow boolean_mask inverse?	58565329	7212365	zihaozhihao	1860	TRUE	1	1572035256
52	58564613	2886575	Scott	2542	"['python', 'tensorflow']"	TRUE	29	58565329	2	2	1572031621	https://stackoverflow.com/questions/58564613/tensorflow-boolean-mask-inverse	tensorflow boolean_mask inverse?	58564859	2886575	Scott	2542	FALSE	0	1572032867
53	58558004	238232	cnd	15168	"['python', 'tensorflow', 'keras', 'pyspark', 'elephas']"	TRUE	137	58599907	1	2	1572004274	https://stackoverflow.com/questions/58558004/cpickle-picklingerror-could-not-serialize-object-notimplementederror	cPickle.PicklingError: Could not serialize object: NotImplementedError	58599907	10133797	OverLordGoldDragon	3570	TRUE	1	1572307660
54	58481332	6657314	Soulduck	104	"['python', 'tensorflow']"	TRUE	36	58483515	1	2	1571641571	https://stackoverflow.com/questions/58481332/getting-the-indices-of-several-elements-in-a-tensorflow-at-once	Getting the indices of several elements in a Tensorflow at once	58483515	1782792	jdehesa	37080	TRUE	1	1571650409
55	58453793	1543083	Ruben Kazumov	3068	"['python', 'tensorflow', 'keras', 'tf.keras', 'keras-2']"	TRUE	36	58467266	2	2	1571412038	https://stackoverflow.com/questions/58453793/the-clear-session-method-of-keras-backend-does-not-clean-up-the-fitting-data	The clear_session() method of keras.backend does not clean up the fitting data	58467266	10133797	OverLordGoldDragon	3570	TRUE	1	1571513220
56	58453793	1543083	Ruben Kazumov	3068	"['python', 'tensorflow', 'keras', 'tf.keras', 'keras-2']"	TRUE	36	58467266	2	2	1571412038	https://stackoverflow.com/questions/58453793/the-clear-session-method-of-keras-backend-does-not-clean-up-the-fitting-data	The clear_session() method of keras.backend does not clean up the fitting data	58464234	349130	Matias Valdenegro	38964	FALSE	0	1571492110
57	58421182	12228795	Ot&#225;vio Augusto Silva	15	"['python', 'tensorflow', 'keras', 'tensorflow2.0']"	TRUE	100	58422250	1	2	1571257453	https://stackoverflow.com/questions/58421182/how-to-lock-specific-values-of-a-tensor-in-tensorflow	How to lock specific values of a Tensor in TensorFlow?	58422250	774331	simon	144	TRUE	1	1571263372
58	58413230	12213054	gavasono	15	"['python', 'tensorflow', 'keras', 'neural-network', 'jupyter-notebook']"	TRUE	47	58428014	1	2	1571228491	https://stackoverflow.com/questions/58413230/how-to-prevent-keras-from-renaming-layers	How to prevent keras from renaming layers	58428014	3214872	GPhilo	8546	TRUE	1	1571300476
59	58376525	9299942	Sentinan	35	"['tensorflow', 'keras', 'reshape']"	TRUE	46	58438992	2	2	1571055120	https://stackoverflow.com/questions/58376525/handle-labels-for-a-multi-headed-cnn	handle labels for a multi-headed CNN	58438992	9299942	Sentinan	35	TRUE	-1	1571338113
60	58376525	9299942	Sentinan	35	"['tensorflow', 'keras', 'reshape']"	TRUE	46	58438992	2	2	1571055120	https://stackoverflow.com/questions/58376525/handle-labels-for-a-multi-headed-cnn	handle labels for a multi-headed CNN	58378493	10133797	OverLordGoldDragon	3570	FALSE	2	1571061926
61	58306268	8334261	DocDriven	1427	"['python', 'python-3.x', 'tensorflow', 'tensorflow2.0']"	TRUE	35	58306398	2	2	1570630736	https://stackoverflow.com/questions/58306268/how-to-run-training-with-pre-made-dense-layers-in-tensorflow-2-0	How to run training with pre-made dense layers in tensorflow 2.0?	58306464	4373898	AlexisBRENON	615	FALSE	0	1570631296
62	58306268	8334261	DocDriven	1427	"['python', 'python-3.x', 'tensorflow', 'tensorflow2.0']"	TRUE	35	58306398	2	2	1570630736	https://stackoverflow.com/questions/58306268/how-to-run-training-with-pre-made-dense-layers-in-tensorflow-2-0	How to run training with pre-made dense layers in tensorflow 2.0?	58306398	9393102	xdurch0	4479	TRUE	1	1570631098
63	58300465	11687201	Sylvia	18	"['tensorflow', 'tensorboard']"	TRUE	48	58301505	1	2	1570611370	https://stackoverflow.com/questions/58300465/tensorboard-2-0-0-not-updating-train-scalars	TensorBoard 2.0.0 not updating train scalars	58301505	2042297	Eric Fournie	1143	TRUE	1	1570614735
64	58276718	2593878	dkv	1248	"['python', 'tensorflow', 'tensorboard']"	TRUE	85	58430924	1	2	1570480169	https://stackoverflow.com/questions/58276718/how-to-load-selected-range-of-samples-in-tensorboard	How to load selected range of samples in Tensorboard	58430924	1782792	jdehesa	37080	TRUE	1	1571309596
65	58244542	2066786	rmccabe3701	843	"['python', 'tensorflow', 'keras', 'lstm']"	TRUE	75	58244667	1	2	1570236649	https://stackoverflow.com/questions/58244542/tensorflow-lstm-stateful-option-not-maintaining-state-between-batches	Tensorflow LSTM stateful option not maintaining state between batches	58244667	10133797	OverLordGoldDragon	3570	TRUE	1	1570238893
66	58215034	12157926	Bigfootso	13	"['javascript', 'python', 'html', 'tensorflow', 'keras']"	TRUE	62	58215224	2	2	1570090761	https://stackoverflow.com/questions/58215034/implementation-of-python-code-which-uses-tensorflow-library-into-html	Implementation of Python code which uses Tensorflow library into HTML?	58338717	12199329	BabaYaga	36	FALSE	0	1570787664
67	58215034	12157926	Bigfootso	13	"['javascript', 'python', 'html', 'tensorflow', 'keras']"	TRUE	62	58215224	2	2	1570090761	https://stackoverflow.com/questions/58215034/implementation-of-python-code-which-uses-tensorflow-library-into-html	Implementation of Python code which uses Tensorflow library into HTML?	58215224	7553450	Rohith Balaji	538	TRUE	1	1570091585
68	58197749	7238787	jabberwoo	104	"['python', 'tensorflow', 'tensorflow.js']"	TRUE	39	58202111	1	2	1570004422	https://stackoverflow.com/questions/58197749/which-version-of-tensorflow-js-is-compatible-with-models-trained-in-tensorflow-1	Which version of TensorFlow.js is compatible with models trained in TensorFlow 1.12.0 (Python)?	58202111	1190882	user1190882	3919	TRUE	1	1570021423
69	58193588	9855577	Umair Javaid	59	"['python', 'tensorflow', 'keras', 'deep-learning']"	TRUE	200	58228704	1	2	1569973382	https://stackoverflow.com/questions/58193588/keras-how-to-get-model-predictions-or-last-layer-output-in-a-custom-generator	Keras: How to get model predictions( or last layer output) in a custom generator during training?	58228704	10133797	OverLordGoldDragon	3570	TRUE	1	1570151800
70	58636087	6748145	Cutter	139	"['python', 'tensorflow', 'keras', 'lstm']"	TRUE	90	58667409	1	2	1572488283	https://stackoverflow.com/questions/58636087/tensorflow-valueerror-failed-to-convert-a-numpy-array-to-a-tensor-unsupporte	Tensorflow - ValueError: Failed to convert a NumPy array to a Tensor (Unsupported object type float)	58667409	10133797	OverLordGoldDragon	3570	TRUE	0	1572656076
71	58436134	12229474	devnull	153	"['python', 'tensorflow', 'lstm', 'recurrent-neural-network', 'tf.keras']"	TRUE	52	58436951	2	2	1571326321	https://stackoverflow.com/questions/58436134/lstm-use-deltatime-as-a-feature-how-to-handle-irregular-timestamps	LSTM - Use deltaTime as a feature? How to handle irregular timestamps?	58437917	1358308	Sam Mason	6576	FALSE	0	1571333457
72	58436134	12229474	devnull	153	"['python', 'tensorflow', 'lstm', 'recurrent-neural-network', 'tf.keras']"	TRUE	52	58436951	2	2	1571326321	https://stackoverflow.com/questions/58436134/lstm-use-deltatime-as-a-feature-how-to-handle-irregular-timestamps	LSTM - Use deltaTime as a feature? How to handle irregular timestamps?	58436951	9594764	SiR	152	TRUE	0	1571329180
73	58401393	10371314	Codie	30	"['python', 'tensorflow', 'keras']"	TRUE	57	58402706	1	2	1571167389	https://stackoverflow.com/questions/58401393/keras-how-can-i-comapre-weights-of-different-models	Keras: How can I comapre weights of different models?	58402706	10133797	OverLordGoldDragon	3570	TRUE	0	1571173910
74	58261348	10133797	OverLordGoldDragon	3570	"['python', 'tensorflow', 'keras', 'tensorflow2.0']"	TRUE	217	58279661	1	2	1570397037	https://stackoverflow.com/questions/58261348/valueerror-tried-to-convert-y-to-a-tensor-and-failed-error-none-values-not	ValueError: Tried to convert &#39;y&#39; to a tensor and failed. Error: None values not supported	58279661	10133797	OverLordGoldDragon	3570	TRUE	0	1570503518
75	58228271	11861082	Albert	170	"['python', 'python-3.x', 'tensorflow', 'keras']"	TRUE	56	58336137	2	2	1570147208	https://stackoverflow.com/questions/58228271/keras-backed-taking-the-derivative-of-a-function	Keras backed taking the derivative of a function	58336137	12192957	karandeep36	96	TRUE	1	1570778458
76	58228271	11861082	Albert	170	"['python', 'python-3.x', 'tensorflow', 'keras']"	TRUE	56	58336137	2	2	1570147208	https://stackoverflow.com/questions/58228271/keras-backed-taking-the-derivative-of-a-function	Keras backed taking the derivative of a function	58229586	744616	Pranit Kothari	5999	FALSE	-1	1570160327
77	58629296	7815941	Farnaz	19	"['python', 'tensorflow', 'input', 'keras', 'deep-learning']"	TRUE	21	58629433	3	1	1572450942	https://stackoverflow.com/questions/58629296/why-do-i-need-to-reshape-my-input-data-to-an-additional-dimension-for-conv2d	Why do I need to reshape my input data to an additional dimension for Conv2D?	58629454	11220884	Tinu	424	FALSE	2	1572451368
78	58629296	7815941	Farnaz	19	"['python', 'tensorflow', 'input', 'keras', 'deep-learning']"	TRUE	21	58629433	3	1	1572450942	https://stackoverflow.com/questions/58629296/why-do-i-need-to-reshape-my-input-data-to-an-additional-dimension-for-conv2d	Why do I need to reshape my input data to an additional dimension for Conv2D?	58629433	8563649	Ioannis Nasios	5107	TRUE	2	1572451313
79	58629296	7815941	Farnaz	19	"['python', 'tensorflow', 'input', 'keras', 'deep-learning']"	TRUE	21	58629433	3	1	1572450942	https://stackoverflow.com/questions/58629296/why-do-i-need-to-reshape-my-input-data-to-an-additional-dimension-for-conv2d	Why do I need to reshape my input data to an additional dimension for Conv2D?	58629429	2846923	The Guy with The Hat	7490	FALSE	2	1572451306
80	58436796	1892346	Shot	100	"['python', 'tensorflow', 'machine-learning', 'keras', 'neural-network']"	TRUE	58	58436941	1	1	1571328654	https://stackoverflow.com/questions/58436796/how-to-teach-keras-neural-network-to-solve-sqrt	How to teach keras neural network to solve sqrt	58436941	8889727	Achintha Ihalage	883	TRUE	6	1571329138
81	58635521	6748145	Cutter	139	"['python', 'tensorflow', 'keras', 'lstm', 'recurrent-neural-network']"	TRUE	46	58635583	3	1	1572482725	https://stackoverflow.com/questions/58635521/tensorflow-typeerror-int-object-is-not-iterable	Tensorflow - TypeError: &#39;int&#39; object is not iterable	58635583	10133797	OverLordGoldDragon	3570	TRUE	2	1572483412
82	58635521	6748145	Cutter	139	"['python', 'tensorflow', 'keras', 'lstm', 'recurrent-neural-network']"	TRUE	46	58635583	3	1	1572482725	https://stackoverflow.com/questions/58635521/tensorflow-typeerror-int-object-is-not-iterable	Tensorflow - TypeError: &#39;int&#39; object is not iterable	58635578	523612	Karl Knechtel	41215	FALSE	1	1572483361
83	58635521	6748145	Cutter	139	"['python', 'tensorflow', 'keras', 'lstm', 'recurrent-neural-network']"	TRUE	46	58635583	3	1	1572482725	https://stackoverflow.com/questions/58635521/tensorflow-typeerror-int-object-is-not-iterable	Tensorflow - TypeError: &#39;int&#39; object is not iterable	58635565	11292489	Gilles-Philippe Paill&#233;	2087	FALSE	1	1572483202
